# GPS drift 10-minute recording
# start_unix=1778546994
host_elapsed_s,status,samples,lat,lon,sat,hdop,drift_m,east_m,north_m,avg_m,rms_m,max_m,fix_age_ms,raw
9.854,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,335737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=335737"
10.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,336737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=336737"
11.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,337737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=337737"
12.853,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,338737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=338737"
13.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,339737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=339737"
14.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,340737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=340737"
15.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,341737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=341737"
16.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,342737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=342737"
17.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,343737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=343737"
18.856,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,344737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=344737"
19.854,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,345737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=345737"
20.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,346737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=346737"
21.850,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,347737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=347737"
22.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,348737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=348737"
23.856,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,349737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=349737"
24.854,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,350737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=350737"
25.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,351737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=351737"
26.855,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,352737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=352737"
27.845,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,353737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=353737"
28.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,354737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=354737"
29.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,355737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=355737"
30.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,356737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=356737"
31.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,357737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=357737"
32.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,358737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=358737"
33.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,359737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=359737"
34.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,360737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=360737"
35.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,361737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=361737"
36.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,362737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=362737"
37.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,363737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=363737"
38.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,364737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=364737"
39.850,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,365737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=365737"
40.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,366737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=366737"
41.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,367737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=367737"
42.853,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,368737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=368737"
43.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,369737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=369737"
44.853,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,370737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=370737"
45.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,371737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=371737"
46.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,372737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=372737"
47.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,373737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=373737"
48.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,374737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=374737"
49.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,375737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=375737"
50.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,376737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=376737"
51.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,377737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=377737"
52.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,378737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=378737"
53.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,379737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=379737"
54.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,380737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=380737"
55.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,381737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=381737"
56.850,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,382737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=382737"
57.851,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,383737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=383737"
58.853,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,384737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=384737"
59.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,385737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=385737"
60.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,386737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=386737"
61.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,387737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=387737"
62.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,388737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=388737"
63.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,389737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=389737"
64.845,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,390737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=390737"
65.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,391737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=391737"
66.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,392737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=392737"
67.848,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,393737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=393737"
68.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,394737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=394737"
69.842,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,395737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=395737"
70.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,396737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=396737"
71.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,397737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=397737"
72.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,398737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=398737"
73.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,399737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=399737"
74.843,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,400737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=400737"
75.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,401737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=401737"
76.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,402737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=402737"
77.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,403737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=403737"
78.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,404737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=404737"
79.847,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,405737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=405737"
80.849,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,406737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=406737"
81.854,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,407737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=407737"
82.852,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,408737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=408737"
83.846,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,409737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=409737"
84.844,TRACK,364,22.78623550,120.27043583,12,1.11,11.530,10.990,3.510,9.970,10.650,15.200,410737,"status=TRACK samples=364 drift=11.53m east=10.99m north=3.51m avg=9.97m rms=10.65m max=15.20m lat=22.78623550 lon=120.27043583 sat=12 hdop=1.11 gps_baud=38400 fix_age_ms=410737"
