time,lat,lon,alt,gps_alt,baro_alt,speed,heading,sat,roll,pitch,accx,accy,accz,gyro_x,gyro_y,gyro_z,battery,temp,hum,pressure_kpa,status
1172.003,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,18.51,-88.73,-0.78,0.2,2.25,0.0,0.1,0.0,0.0,23.55,55.2,101.32,1
1172.156,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,2.21,-88.79,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.57,55.2,101.321,1
1172.306,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,17.29,-88.68,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.321,1
1172.456,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,1.01,-88.76,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.321,1
1172.607,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,30.62,-88.75,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.321,1
1172.76,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,12.53,-88.82,-0.73,0.2,2.25,-0.1,0.0,0.0,0.0,23.56,55.2,101.321,1
1172.91,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-24.48,-88.8,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.57,55.2,101.321,1
1173.06,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-30.33,-88.87,-0.73,0.15,2.21,-0.1,-0.1,0.0,0.0,23.57,55.2,101.321,1
1173.211,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-55.05,-88.8,-0.73,0.15,2.21,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1173.364,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-53.47,-88.88,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1173.514,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-70.11,-88.77,-0.73,0.2,2.21,0.0,-0.1,0.0,0.0,23.53,55.2,101.321,1
1173.664,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-65.15,-88.85,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.59,55.2,101.321,1
1173.815,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-79.32,-88.75,-0.73,0.2,2.21,0.1,0.0,0.0,0.0,23.55,55.2,101.321,1
1173.968,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-70.47,-88.85,-0.73,0.2,2.3,-0.1,0.0,0.0,0.0,23.56,55.2,101.321,1
1174.118,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-81.38,-88.72,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.321,1
1174.268,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-72.67,-88.8,-0.69,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.321,1
1174.419,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-85.3,-88.74,-0.78,0.15,2.21,-0.1,0.0,0.0,0.0,23.56,55.2,101.321,1
1174.572,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-75.31,-88.81,-0.78,0.15,2.3,-0.1,0.1,0.0,0.0,23.56,55.2,101.322,1
1174.722,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-86.96,-88.75,-0.78,0.15,2.21,0.0,0.0,0.0,0.0,23.57,55.2,101.322,1
1174.872,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-75.1,-88.83,-0.69,0.2,2.21,-0.1,-0.1,-0.1,0.0,23.55,55.2,101.323,1
1175.023,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-90.49,-88.82,-0.73,0.15,2.3,-0.1,-0.1,0.0,0.0,23.56,55.2,101.323,1
1175.176,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-80.03,-88.85,-0.78,0.2,2.21,0.1,0.0,0.0,0.0,23.57,55.2,101.322,1
1175.326,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-95.09,-88.86,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1175.476,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-83.89,-88.88,-0.73,0.25,2.21,-0.1,-0.1,0.0,0.0,23.56,55.3,101.322,1
1175.627,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-98.64,-88.89,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.57,55.2,101.322,1
1175.78,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-82.02,-88.93,-0.73,0.15,2.3,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1175.93,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-90.85,-88.87,-0.73,0.2,2.25,0.0,0.1,0.0,0.0,23.56,55.3,101.323,1
1176.08,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-74.59,-88.91,-0.73,0.15,2.21,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1176.231,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-83.09,-88.82,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1176.384,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-65.43,-88.88,-0.78,0.15,2.25,0.0,-0.1,0.0,0.0,23.56,55.3,101.322,1
1176.534,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-73.35,-88.76,-0.73,0.2,2.3,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1176.684,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-57.26,-88.83,-0.73,0.2,2.25,-0.1,0.0,0.0,0.0,23.57,55.3,101.322,1
1176.835,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-67.07,-88.73,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1176.988,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-51.76,-88.8,-0.78,0.2,2.25,0.0,0.1,0.0,0.0,23.57,55.2,101.322,1
1177.138,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-62.92,-88.73,-0.73,0.2,2.3,0.1,0.0,0.0,0.0,23.59,55.3,101.321,1
1177.288,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-48.62,-88.79,-0.73,0.2,2.3,0.0,-0.1,0.0,0.0,23.55,55.3,101.321,1
1177.439,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-60.56,-88.73,-0.78,0.2,2.25,-0.1,-0.1,0.0,0.0,23.57,55.3,101.321,1
1177.592,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-47.26,-88.77,-0.73,0.2,2.25,0.0,0.0,0.0,0.0,23.56,55.3,101.321,1
1177.742,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-60.56,-88.76,-0.69,0.2,2.21,0.0,-0.1,0.0,0.0,23.56,55.2,101.32,1
1177.892,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-49.5,-88.78,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.57,55.2,101.321,1
1178.043,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-67.18,-88.85,-0.78,0.15,2.3,-0.1,0.0,0.0,0.0,23.55,55.2,101.32,1
1178.196,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-57.15,-88.82,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.57,55.2,101.321,1
1178.346,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-70.32,-88.86,-0.73,0.15,2.21,0.0,0.0,0.0,0.0,23.56,55.2,101.321,1
1178.496,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-57.39,-88.84,-0.73,0.2,2.16,0.0,-0.1,-0.1,0.0,23.57,55.2,101.322,1
1178.647,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-71.95,-88.91,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.57,55.3,101.322,1
1178.8,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-58.9,-88.86,-0.69,0.2,2.25,0.0,-0.1,0.0,0.0,23.59,55.3,101.321,1
1178.95,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-69.35,-88.87,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.57,55.2,101.32,1
1179.1,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-53.51,-88.84,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.321,1
1179.251,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-63.21,-88.83,-0.78,0.15,2.25,0.1,0.0,0.0,0.0,23.57,55.2,101.321,1
1179.404,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-48.48,-88.8,-0.69,0.15,2.21,0.0,0.0,0.0,0.0,23.57,55.2,101.32,1
1179.554,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-58.98,-88.81,-0.78,0.15,2.3,0.0,-0.1,0.0,0.0,23.59,55.2,101.321,1
1179.704,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-40.94,-88.79,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.57,55.2,101.321,1
1179.855,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-52.91,-88.8,-0.73,0.2,2.3,0.0,-0.1,0.0,0.0,23.57,55.2,101.32,1
1180.008,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-39.49,-88.76,-0.78,0.15,2.3,-0.1,-0.1,0.0,0.0,23.56,55.2,101.32,1
1180.158,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-53.85,-88.86,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.32,1
1180.308,0.0,0.0,0.5,0.5,0.5,0.0,296.6,0,-46.46,-88.76,-0.73,0.15,2.25,0.0,0.1,0.1,0.0,23.56,55.2,101.32,1
1180.459,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-57.85,-88.81,-0.73,0.2,2.35,0.0,0.1,0.0,0.0,23.57,55.2,101.32,1
1180.612,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-44.74,-88.76,-0.78,0.15,2.25,-0.1,-0.1,0.0,0.0,23.56,55.2,101.32,1
1180.762,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-55.3,-88.8,-0.69,0.2,2.3,0.0,-0.1,0.0,0.0,23.56,55.2,101.321,1
1180.912,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-38.73,-88.75,-0.78,0.15,2.25,0.0,0.1,0.0,0.0,23.55,55.2,101.321,1
1181.063,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-49.98,-88.79,-0.73,0.15,2.25,0.0,0.1,0.0,0.0,23.55,55.2,101.321,1
1181.216,0.0,0.0,0.4,0.4,0.4,0.0,296.6,0,-34.34,-88.73,-0.69,0.15,2.3,0.0,-0.2,0.0,0.0,23.57,55.2,101.321,1
1181.366,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-46.01,-88.78,-0.73,0.2,2.25,0.0,0.1,0.1,0.0,23.55,55.2,101.321,1
1181.516,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-36.12,-88.7,-0.78,0.15,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.321,1
1181.667,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-48.87,-88.83,-0.73,0.15,2.21,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1181.82,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-42.88,-88.69,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.53,55.2,101.322,1
1181.97,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-53.14,-88.86,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.322,1
1182.12,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-51.01,-88.64,-0.73,0.2,2.25,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1182.271,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-59.61,-88.82,-0.78,0.15,2.25,-0.1,-0.1,0.0,0.0,23.55,55.2,101.323,1
1182.424,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-49.45,-88.68,-0.69,0.2,2.25,0.0,-0.1,-0.1,0.0,23.55,55.2,101.322,1
1182.574,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-56.76,-88.82,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1182.724,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-50.21,-88.64,-0.73,0.15,2.25,0.1,-0.1,0.0,0.0,23.55,55.2,101.322,1
1182.875,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-55.58,-88.82,-0.78,0.15,2.3,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1183.028,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-54.4,-88.55,-0.78,0.15,2.3,-0.1,-0.1,0.0,0.0,23.55,55.2,101.322,1
1183.178,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-56.53,-88.76,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1183.328,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-56.85,-88.46,-0.73,0.15,2.25,0.1,0.0,0.0,0.0,23.53,55.2,101.321,1
1183.479,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-61.92,-88.66,-0.73,0.2,2.3,-0.2,0.0,-0.1,0.0,23.55,55.2,101.321,1
1183.632,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-54.35,-88.5,-0.78,0.15,2.21,0.0,-0.1,0.0,0.0,23.55,55.2,101.322,1
1183.782,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-56.38,-88.72,-0.78,0.1,2.25,0.0,-0.1,0.0,0.0,23.53,55.2,101.321,1
1183.932,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-55.07,-88.47,-0.73,0.15,2.25,-0.1,0.0,0.0,0.0,23.53,55.2,101.321,1
1184.083,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-57.05,-88.69,-0.73,0.2,2.3,0.0,-0.1,0.0,0.0,23.57,55.2,101.321,1
1184.236,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-63.99,-88.35,-0.78,0.15,2.25,0.0,0.2,0.0,0.0,23.53,55.2,101.322,1
1184.386,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-63.06,-88.56,-0.73,0.2,2.25,0.0,0.2,0.0,0.0,23.53,55.2,101.321,1
1184.536,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-67.61,-88.22,-0.73,0.2,2.3,0.0,0.1,0.0,0.0,23.55,55.2,101.322,1
1184.687,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-67.25,-88.46,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.57,55.2,101.321,1
1184.84,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-71.21,-88.14,-0.73,0.15,2.25,-0.1,0.0,0.0,0.0,23.53,55.2,101.321,1
1184.99,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-70.56,-88.39,-0.69,0.15,2.21,0.0,0.0,0.0,0.0,23.53,55.2,101.321,1
1185.14,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-85.3,-88.34,-0.78,0.2,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.321,1
1185.291,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-82.46,-88.48,-0.73,0.15,2.25,0.0,-0.1,0.0,0.0,23.56,55.2,101.322,1
1185.444,0.0,0.0,0.2,0.2,0.2,0.0,296.6,0,-48.97,-88.44,-0.78,0.15,2.21,0.0,0.1,0.0,0.0,23.56,55.2,101.322,1
1185.594,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-53.43,-88.57,-0.69,0.2,2.3,-0.1,-0.1,0.0,0.0,23.52,55.2,101.322,1
1185.744,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-17.22,-88.58,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.322,1
1185.895,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-27.79,-88.67,-0.78,0.2,2.21,0.0,0.0,0.0,0.0,23.55,55.2,101.322,1
1186.048,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,6.63,-88.67,-0.78,0.2,2.25,-0.1,-0.1,0.1,0.0,23.55,55.2,101.322,1
1186.198,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-5.84,-88.78,-0.73,0.2,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.321,1
1186.348,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-36.13,-88.73,-0.83,0.15,2.4,0.0,0.1,0.0,0.0,23.56,55.2,101.322,1
1186.499,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-40.13,-88.81,-0.73,0.15,2.25,0.0,0.0,0.0,0.0,23.55,55.2,101.321,1
1186.652,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-66.97,-88.79,-0.78,0.2,2.16,0.0,0.0,0.0,0.0,23.55,55.2,101.322,1
1186.802,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-66.93,-88.81,-0.78,0.15,2.25,-0.1,0.0,-0.1,0.0,23.55,55.2,101.322,1
1186.952,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-28.05,-88.81,-0.78,0.15,2.25,0.0,0.0,0.0,0.0,23.56,55.2,101.322,1
1187.103,0.0,0.0,0.3,0.3,0.3,0.0,296.6,0,-34.12,-88.84,-0.73,0.15,2.3,-0.1,-0.1,0.0,0.0,23.56,55.2,101.321,1
